run_id,pipeline_id,run_date,start_time,end_time,status,records_processed,compute_cost
R0273,P005,2025-02-23,2025-02-23 02:58:00,2025-02-23 03:20:00,Failed,0,7.9
R0274,P007,2025-03-02,2025-03-02 05:48:00,2025-03-02 06:37:00,Success,7307982,7.85
R0275,P007,2025-03-21,2025-03-21 18:03:00,2025-03-21 19:18:00,Success,4174478,17.84
R0276,P005,2025-01-30,2025-01-30 01:59:00,2025-01-30 03:22:00,Success,8397641,24.38
R0277,P006,2025-04-19,2025-04-19 06:53:00,2025-04-19 08:12:00,Success,9630496,17.21
R0278,P004,2025-03-19,2025-03-19 06:12:00,2025-03-19 07:28:00,Success,6285315,23.01
R0279,P003,2025-04-28,2025-04-28 06:28:00,2025-04-28 07:32:00,Success,6249574,7.91
R0280,P005,2025-04-30,2025-04-30 00:32:00,2025-04-30 01:18:00,Success,8123155,22.94
R0281,P005,2025-01-05,2025-01-05 04:57:00,2025-01-05 07:32:00,Delayed,6199313,19.54
R0282,P004,2025-02-09,2025-02-09 12:50:00,2025-02-09 13:33:00,Success,5579282,11.62
R0283,P009,2025-01-31,2025-01-31 09:43:00,2025-01-31 10:00:00,Success,1283042,3.34
R0284,P004,2025-02-22,2025-02-22 10:35:00,2025-02-22 11:55:00,Success,9548190,28.19
R0285,P005,2025-02-15,2025-02-15 01:25:00,2025-02-15 02:32:00,Delayed,6210369,10.63
R0286,P001,2025-03-04,2025-03-04 05:28:00,2025-03-04 06:42:00,Success,5469692,6.98
R0287,P005,2025-04-15,2025-04-15 05:44:00,2025-04-15 07:14:00,Success,7386796,28.79
R0288,P002,2025-01-14,2025-01-14 08:34:00,2025-01-14 10:03:00,Success,667380,13.92
R0289,P003,2025-02-09,2025-02-09 03:37:00,2025-02-09 04:17:00,Success,825968,2.54
R0290,P001,2025-02-20,2025-02-20 17:06:00,2025-02-20 18:41:00,Delayed,2890038,28.53
R0291,P001,2025-03-25,2025-03-25 17:50:00,2025-03-25 18:59:00,Success,6976805,12.31
R0292,P008,2025-03-18,2025-03-18 10:36:00,2025-03-18 11:55:00,Delayed,3068693,32.33
R0293,P004,2025-02-04,2025-02-04 20:59:00,2025-02-04 21:32:00,Success,8439819,4.91
R0294,P002,2025-01-10,2025-01-10 11:44:00,2025-01-10 12:32:00,Success,774285,4.69
R0295,P001,2025-01-21,2025-01-21 07:40:00,2025-01-21 08:47:00,Success,6632159,32.17
R0296,P001,2025-02-02,2025-02-02 04:20:00,2025-02-02 05:41:00,Success,6508592,22.92
R0297,P007,2025-03-27,2025-03-27 19:17:00,2025-03-27 20:31:00,Success,1832039,20.38
R0298,P002,2025-04-20,2025-04-20 08:21:00,2025-04-20 09:52:00,Delayed,9715240,24.9
R0299,P006,2025-03-16,2025-03-16 02:01:00,2025-03-16 02:36:00,Success,3980804,7.71
R0300,P002,2025-03-20,2025-03-20 11:42:00,2025-03-20 12:50:00,Success,3764330,10.4
R0301,P007,2025-02-08,2025-02-08 06:12:00,2025-02-08 06:42:00,Success,5267581,4.66
R0302,P009,2025-04-18,2025-04-18 22:20:00,2025-04-18 23:26:00,Success,3158837,24.36
R0303,P002,2025-04-21,2025-04-21 15:45:00,2025-04-21 15:50:00,Failed,0,0.5
R0304,P004,2025-04-20,2025-04-20 01:26:00,2025-04-20 02:17:00,Success,6999436,24.57
R0305,P009,2025-01-11,2025-01-11 12:44:00,2025-01-11 13:11:00,Success,5017057,2.86
R0306,P006,2025-01-19,2025-01-19 10:30:00,2025-01-19 10:50:00,Success,4798575,7.85
R0307,P001,2025-01-29,2025-01-29 10:14:00,2025-01-29 11:47:00,Delayed,4166922,18.61
R0308,P003,2025-02-15,2025-02-15 05:42:00,2025-02-15 06:36:00,Running,792655,23.82
R0309,P008,2025-02-19,2025-02-19 10:06:00,2025-02-19 10:54:00,Running,4915676,13.11
R0310,P008,2025-03-14,2025-03-14 23:56:00,2025-03-15 00:35:00,Success,7092232,6.2
R0311,P009,2025-04-30,2025-04-30 10:30:00,2025-04-30 11:31:00,Success,2555847,12.58
R0312,P004,2025-04-02,2025-04-02 09:36:00,2025-04-02 10:03:00,Failed,0,7.2
R0313,P005,2025-01-27,2025-01-27 14:50:00,2025-01-27 15:52:00,Success,3145138,9.67
R0314,P009,2025-02-02,2025-02-02 04:20:00,2025-02-02 04:47:00,Failed,0,13.14
R0315,P002,2025-02-19,2025-02-19 04:27:00,2025-02-19 05:10:00,Success,5874987,19.71
R0316,P010,2025-04-01,2025-04-01 17:32:00,2025-04-01 18:56:00,Success,3366025,28.63
R0317,P006,2025-01-04,2025-01-04 21:24:00,2025-01-04 22:07:00,Success,9309280,9.58
R0318,P004,2025-01-13,2025-01-13 20:51:00,2025-01-13 22:16:00,Success,1967118,23.95
R0319,P005,2025-04-29,2025-04-29 03:52:00,2025-04-29 04:04:00,Success,6413612,2.52
R0320,P004,2025-01-05,2025-01-05 04:52:00,2025-01-05 05:13:00,Success,2779499,7.02
R0321,P006,2025-03-26,2025-03-26 11:52:00,2025-03-26 14:41:00,Delayed,4933346,44.17
R0322,P002,2025-04-24,2025-04-24 18:54:00,2025-04-24 20:15:00,Success,1186532,37.01
R0323,P010,2025-04-30,2025-04-30 06:19:00,2025-04-30 09:10:00,Delayed,4026275,35.79
R0324,P010,2025-01-10,2025-01-10 21:43:00,2025-01-10 23:29:00,Delayed,1185078,25.51
R0325,P010,2025-04-28,2025-04-28 02:31:00,2025-04-28 04:01:00,Success,2964092,39.57
R0326,P007,2025-02-02,2025-02-02 12:54:00,2025-02-02 13:35:00,Success,3518076,4.19
R0327,P001,2025-04-27,2025-04-27 06:32:00,2025-04-27 07:52:00,Success,8950710,22.77
R0328,P005,2025-04-15,2025-04-15 11:16:00,2025-04-15 11:37:00,Success,6062779,3.42
R0329,P006,2025-04-07,2025-04-07 20:28:00,2025-04-07 20:38:00,Success,739189,4.23
R0330,P002,2025-03-10,2025-03-10 08:51:00,2025-03-10 09:48:00,Success,3842893,27.13
R0331,P002,2025-02-18,2025-02-18 21:00:00,2025-02-18 21:25:00,Success,4872200,10.91
R0332,P001,2025-04-27,2025-04-27 08:24:00,2025-04-27 10:53:00,Delayed,7933148,41.88
R0333,P004,2025-04-01,2025-04-01 20:18:00,2025-04-01 21:36:00,Success,934467,17.08
R0334,P007,2025-02-06,2025-02-06 03:37:00,2025-02-06 04:50:00,Success,2516558,24.49
R0335,P005,2025-03-27,2025-03-27 06:55:00,2025-03-27 07:27:00,Success,6774245,14.85
R0336,P003,2025-01-21,2025-01-21 20:21:00,2025-01-21 20:48:00,Success,9885130,8.32
R0337,P005,2025-01-22,2025-01-22 12:59:00,2025-01-22 13:56:00,Success,5705745,13.44
R0338,P010,2025-02-19,2025-02-19 22:21:00,2025-02-19 23:02:00,Success,2993649,9.44
R0339,P009,2025-02-23,2025-02-23 09:01:00,2025-02-23 09:56:00,Success,3778532,6.85
R0340,P001,2025-02-08,2025-02-08 15:12:00,2025-02-08 15:30:00,Success,7325020,3.24
R0341,P003,2025-04-14,2025-04-14 10:49:00,2025-04-14 12:14:00,Success,9773016,35.32
R0342,P005,2025-02-21,2025-02-21 02:08:00,2025-02-21 02:18:00,Success,7048468,2.72
R0343,P002,2025-03-29,2025-03-29 16:15:00,2025-03-29 17:42:00,Success,88995,25.3
R0344,P004,2025-04-25,2025-04-25 12:32:00,2025-04-25 13:03:00,Success,7293951,2.4
R0345,P009,2025-02-11,2025-02-11 14:32:00,2025-02-11 14:48:00,Failed,0,6.57
R0346,P002,2025-04-27,2025-04-27 01:28:00,2025-04-27 01:35:00,Failed,0,3.39
R0347,P009,2025-02-07,2025-02-07 05:07:00,2025-02-07 06:28:00,Success,8692668,23.87
R0348,P006,2025-04-19,2025-04-19 04:45:00,2025-04-19 05:14:00,Success,1872977,8.28
R0349,P001,2025-02-19,2025-02-19 17:12:00,2025-02-19 18:56:00,Delayed,4243524,29.93
R0350,P003,2025-03-14,2025-03-14 16:40:00,2025-03-14 17:55:00,Delayed,3594677,17.66
R0351,P009,2025-04-05,2025-04-05 19:22:00,2025-04-05 19:47:00,Failed,0,6.36
R0352,P005,2025-04-19,2025-04-19 13:48:00,2025-04-19 14:08:00,Success,3916124,8.87
R0353,P004,2025-01-05,2025-01-05 03:29:00,2025-01-05 04:59:00,Running,2305206,31.53
R0354,P004,2025-01-30,2025-01-30 01:52:00,2025-01-30 03:22:00,Success,7544298,17.78
R0355,P001,2025-04-26,2025-04-26 13:18:00,2025-04-26 15:48:00,Delayed,9367691,14.66
R0356,P002,2025-04-15,2025-04-15 04:36:00,2025-04-15 05:00:00,Success,9391947,6.7
R0357,P003,2025-01-11,2025-01-11 22:55:00,2025-01-11 23:41:00,Success,303871,14.55
R0358,P010,2025-04-28,2025-04-28 04:08:00,2025-04-28 05:14:00,Success,9783441,19.33
R0359,P002,2025-04-09,2025-04-09 14:27:00,2025-04-09 15:11:00,Success,217821,16.4
R0360,P002,2025-03-15,2025-03-15 21:46:00,2025-03-15 22:08:00,Success,6656393,1.56
R0361,P004,2025-02-04,2025-02-04 21:42:00,2025-02-04 22:45:00,Success,4708542,28.24
R0362,P004,2025-04-03,2025-04-03 12:16:00,2025-04-03 12:26:00,Success,9310495,4.69
R0363,P003,2025-01-16,2025-01-16 03:40:00,2025-01-16 04:09:00,Success,5782974,1.87
R0364,P009,2025-04-17,2025-04-17 00:11:00,2025-04-17 01:31:00,Success,4502919,18.47
R0365,P005,2025-04-07,2025-04-07 22:25:00,2025-04-07 22:47:00,Success,6022866,6.27
R0366,P001,2025-03-23,2025-03-23 01:00:00,2025-03-23 01:52:00,Success,9149876,22.79
R0367,P009,2025-01-15,2025-01-15 08:02:00,2025-01-15 09:21:00,Success,8800356,36.74
R0368,P009,2025-01-18,2025-01-18 14:18:00,2025-01-18 17:05:00,Delayed,3542043,62.29
R0369,P005,2025-04-26,2025-04-26 07:49:00,2025-04-26 08:21:00,Success,8840808,5.32
R0370,P001,2025-04-16,2025-04-16 00:16:00,2025-04-16 01:19:00,Running,403489,18.37
R0371,P001,2025-01-31,2025-01-31 19:44:00,2025-01-31 20:39:00,Success,4434733,17.05
R0372,P009,2025-03-01,2025-03-01 10:24:00,2025-03-01 11:26:00,Success,7037645,24.88
R0373,P005,2025-03-29,2025-03-29 13:39:00,2025-03-29 14:58:00,Success,5891082,6.57
R0374,P005,2025-01-31,2025-01-31 00:28:00,2025-01-31 02:09:00,Delayed,7050016,14.38
R0375,P008,2025-04-21,2025-04-21 05:00:00,2025-04-21 05:49:00,Success,3593466,23.58
R0376,P010,2025-01-28,2025-01-28 13:13:00,2025-01-28 16:02:00,Delayed,7149371,51.09
R0377,P010,2025-03-05,2025-03-05 22:43:00,2025-03-05 23:38:00,Success,1186514,11.91
R0378,P002,2025-04-09,2025-04-09 10:14:00,2025-04-09 10:41:00,Success,3721135,12.46
R0379,P010,2025-03-30,2025-03-30 07:28:00,2025-03-30 08:47:00,Success,9820027,9.07
R0380,P002,2025-01-30,2025-01-30 15:34:00,2025-01-30 17:02:00,Success,5935156,43.86
R0381,P001,2025-04-28,2025-04-28 22:41:00,2025-04-28 23:02:00,Success,7088706,9.98
R0382,P002,2025-02-16,2025-02-16 12:25:00,2025-02-16 13:54:00,Success,7543099,21.74
R0383,P003,2025-04-16,2025-04-16 14:48:00,2025-04-16 16:06:00,Success,5000461,26.36
R0384,P007,2025-01-08,2025-01-08 06:21:00,2025-01-08 07:51:00,Success,5071727,26.08
R0385,P009,2025-04-14,2025-04-14 14:21:00,2025-04-14 14:45:00,Success,3163195,2.21
R0386,P008,2025-02-11,2025-02-11 19:58:00,2025-02-11 20:19:00,Failed,0,10.32
R0387,P009,2025-01-07,2025-01-07 05:51:00,2025-01-07 06:34:00,Success,6634729,5.49
R0388,P002,2025-03-01,2025-03-01 10:35:00,2025-03-01 11:10:00,Success,9490718,4.29
R0389,P009,2025-04-27,2025-04-27 05:24:00,2025-04-27 05:59:00,Success,1647151,6.58
R0390,P007,2025-02-11,2025-02-11 11:30:00,2025-02-11 12:38:00,Success,6998928,33.86
R0391,P005,2025-03-25,2025-03-25 00:48:00,2025-03-25 01:11:00,Success,5280328,5.84
R0392,P003,2025-01-25,2025-01-25 15:48:00,2025-01-25 16:11:00,Success,7816589,1.27
R0393,P002,2025-03-21,2025-03-21 15:54:00,2025-03-21 18:38:00,Delayed,1375244,51.57
R0394,P010,2025-01-29,2025-01-29 07:45:00,2025-01-29 09:11:00,Success,6164117,22.48
R0395,P002,2025-02-27,2025-02-27 17:00:00,2025-02-27 17:17:00,Success,3308646,5.38
R0396,P006,2025-04-15,2025-04-15 10:29:00,2025-04-15 11:39:00,Success,488604,10.01
R0397,P006,2025-01-13,2025-01-13 01:49:00,2025-01-13 02:08:00,Running,2168640,1.48
R0398,P010,2025-02-11,2025-02-11 01:02:00,2025-02-11 01:50:00,Running,9096482,8.05
R0399,P001,2025-01-28,2025-01-28 05:58:00,2025-01-28 07:17:00,Running,4744480,16.99
R0400,P004,2025-01-22,2025-01-22 20:11:00,2025-01-22 21:04:00,Success,1180151,21.84
R0401,P006,2025-04-08,2025-04-08 18:20:00,2025-04-08 18:38:00,Success,9183318,7.94
R0402,P005,2025-02-28,2025-02-28 06:07:00,2025-02-28 07:21:00,Delayed,1454659,9.22
R0403,P006,2025-02-18,2025-02-18 11:05:00,2025-02-18 12:05:00,Success,589101,9.83
R0404,P007,2025-03-23,2025-03-23 15:55:00,2025-03-23 16:15:00,Success,2671277,9.49
R0405,P009,2025-01-27,2025-01-27 16:20:00,2025-01-27 17:35:00,Success,6930627,7.46
R0406,P010,2025-03-14,2025-03-14 17:44:00,2025-03-14 18:25:00,Success,2690068,18.95
R0407,P006,2025-04-05,2025-04-05 15:24:00,2025-04-05 16:53:00,Success,6706723,25.05
R0408,P004,2025-01-07,2025-01-07 16:48:00,2025-01-07 19:28:00,Delayed,8557071,54.32
R0409,P008,2025-01-14,2025-01-14 13:51:00,2025-01-14 14:51:00,Success,6437847,15.07
R0410,P006,2025-01-20,2025-01-20 11:07:00,2025-01-20 13:13:00,Delayed,4445759,42.1
R0411,P001,2025-02-05,2025-02-05 22:47:00,2025-02-06 01:41:00,Delayed,8499541,75.63
R0412,P002,2025-04-05,2025-04-05 04:57:00,2025-04-05 06:27:00,Success,6042075,6.6
R0413,P003,2025-02-04,2025-02-04 12:28:00,2025-02-04 13:29:00,Success,1463611,11.77
R0414,P008,2025-03-15,2025-03-15 02:56:00,2025-03-15 03:20:00,Success,8338779,6.16
R0415,P010,2025-03-29,2025-03-29 12:49:00,2025-03-29 13:39:00,Success,1181580,20.58
R0416,P005,2025-03-28,2025-03-28 01:59:00,2025-03-28 03:19:00,Success,6104202,24.3
R0417,P005,2025-02-10,2025-02-10 22:26:00,2025-02-11 00:11:00,Delayed,9434521,7.95
R0418,P003,2025-04-21,2025-04-21 09:59:00,2025-04-21 10:36:00,Success,5013709,18.01
R0419,P002,2025-02-05,2025-02-05 05:50:00,2025-02-05 06:52:00,Running,9432261,17.29
R0420,P010,2025-01-27,2025-01-27 19:54:00,2025-01-27 20:32:00,Success,251872,18.38
R0421,P006,2025-03-04,2025-03-04 14:33:00,2025-03-04 16:01:00,Success,7787047,43.98
R0422,P006,2025-04-10,2025-04-10 10:39:00,2025-04-10 10:53:00,Success,7219921,1.49
R0423,P008,2025-01-17,2025-01-17 18:51:00,2025-01-17 19:56:00,Success,1199492,21.64
R0424,P008,2025-01-29,2025-01-29 12:27:00,2025-01-29 13:40:00,Success,3180679,32.36
R0425,P008,2025-01-31,2025-01-31 03:06:00,2025-01-31 03:21:00,Success,3882150,4.86
R0426,P006,2025-02-27,2025-02-27 08:34:00,2025-02-27 09:26:00,Running,5439733,22.99
R0427,P008,2025-02-07,2025-02-07 01:27:00,2025-02-07 02:56:00,Delayed,779033,38.06
R0428,P004,2025-02-12,2025-02-12 13:39:00,2025-02-12 14:24:00,Success,2710817,6.45
R0429,P002,2025-01-17,2025-01-17 02:38:00,2025-01-17 03:50:00,Delayed,7677349,12.95
R0430,P002,2025-01-31,2025-01-31 08:14:00,2025-01-31 08:28:00,Failed,0,2.4
R0431,P010,2025-02-28,2025-02-28 16:24:00,2025-02-28 17:14:00,Success,2444693,9.65
R0432,P007,2025-04-19,2025-04-19 04:52:00,2025-04-19 07:52:00,Delayed,4246163,67.12
R0433,P007,2025-03-19,2025-03-19 06:35:00,2025-03-19 07:33:00,Success,5897553,9.87
R0434,P004,2025-04-05,2025-04-05 18:16:00,2025-04-05 21:04:00,Delayed,5476873,34.06
R0435,P003,2025-03-03,2025-03-03 16:20:00,2025-03-03 17:38:00,Success,5853539,36.03
R0436,P010,2025-02-27,2025-02-27 20:42:00,2025-02-27 21:20:00,Success,9308274,9.22
R0437,P009,2025-02-18,2025-02-18 10:51:00,2025-02-18 11:07:00,Running,2037214,1.08
R0438,P001,2025-01-22,2025-01-22 08:56:00,2025-01-22 09:44:00,Success,3647768,12.7
R0439,P003,2025-04-27,2025-04-27 04:52:00,2025-04-27 05:08:00,Success,6358873,7.22
R0440,P007,2025-04-27,2025-04-27 04:01:00,2025-04-27 05:00:00,Success,5126619,19.24
R0441,P001,2025-01-15,2025-01-15 23:32:00,2025-01-16 00:54:00,Success,5827164,20.51
R0442,P009,2025-01-20,2025-01-20 01:25:00,2025-01-20 02:10:00,Success,8969035,22.48
R0443,P010,2025-01-23,2025-01-23 19:44:00,2025-01-23 20:52:00,Running,8792663,28.81
R0444,P010,2025-03-13,2025-03-13 00:03:00,2025-03-13 01:28:00,Success,1731724,12.07
R0445,P001,2025-04-29,2025-04-29 06:32:00,2025-04-29 09:07:00,Delayed,8416431,7.92
R0446,P006,2025-01-24,2025-01-24 09:58:00,2025-01-24 10:54:00,Success,1238319,10.22
R0447,P009,2025-01-01,2025-01-01 09:05:00,2025-01-01 10:22:00,Success,163945,14.57
R0448,P005,2025-03-20,2025-03-20 08:58:00,2025-03-20 09:30:00,Running,4356612,10.73
R0449,P001,2025-01-10,2025-01-10 14:17:00,2025-01-10 16:51:00,Delayed,8347432,38.25
R0450,P008,2025-02-14,2025-02-14 02:47:00,2025-02-14 03:53:00,Success,3040298,31.23
R0451,P007,2025-02-23,2025-02-23 11:32:00,2025-02-23 13:01:00,Success,7529274,13.74
R0452,P005,2025-01-25,2025-01-25 22:35:00,2025-01-25 23:44:00,Success,7934717,19.78
R0453,P008,2025-02-01,2025-02-01 08:47:00,2025-02-01 09:13:00,Success,3532836,3.32
R0454,P004,2025-01-05,2025-01-05 09:51:00,2025-01-05 10:27:00,Success,8414174,16.57
R0455,P009,2025-04-25,2025-04-25 05:58:00,2025-04-25 07:07:00,Success,8360443,13.82
R0456,P009,2025-03-30,2025-03-30 21:40:00,2025-03-31 00:01:00,Delayed,6735446,66.81
R0457,P004,2025-01-16,2025-01-16 15:47:00,2025-01-16 16:28:00,Success,5792604,14.43
R0458,P010,2025-01-01,2025-01-01 16:36:00,2025-01-01 16:51:00,Success,7440295,1.07
R0459,P004,2025-04-28,2025-04-28 13:44:00,2025-04-28 14:03:00,Success,4468699,4.26
R0460,P010,2025-01-31,2025-01-31 05:37:00,2025-01-31 06:06:00,Running,7803444,2.58
R0461,P001,2025-04-19,2025-04-19 02:12:00,2025-04-19 02:18:00,Failed,0,2.74
R0462,P006,2025-03-13,2025-03-13 03:16:00,2025-03-13 03:44:00,Success,5386033,3.33
R0463,P001,2025-04-12,2025-04-12 07:19:00,2025-04-12 08:20:00,Delayed,5985211,11.65
R0464,P004,2025-03-18,2025-03-18 08:39:00,2025-03-18 09:28:00,Success,6797546,11.35
R0465,P001,2025-03-12,2025-03-12 14:14:00,2025-03-12 15:05:00,Success,8256284,21.76
R0466,P003,2025-03-22,2025-03-22 21:12:00,2025-03-22 21:41:00,Failed,0,8.82
R0467,P002,2025-02-19,2025-02-19 14:03:00,2025-02-19 15:03:00,Success,7199670,3.43
R0468,P008,2025-04-25,2025-04-25 20:49:00,2025-04-25 21:06:00,Success,5560441,2.97
R0469,P007,2025-03-11,2025-03-11 19:35:00,2025-03-11 20:02:00,Success,5806103,7.63
R0470,P004,2025-03-28,2025-03-28 05:58:00,2025-03-28 07:18:00,Success,8295865,10.93
R0471,P003,2025-01-29,2025-01-29 11:23:00,2025-01-29 12:15:00,Success,7001672,5.8
R0472,P009,2025-02-20,2025-02-20 03:13:00,2025-02-20 04:23:00,Success,7883912,26.15
R0473,P007,2025-04-13,2025-04-13 02:17:00,2025-04-13 03:41:00,Success,7215117,21.6
R0474,P006,2025-01-25,2025-01-25 23:42:00,2025-01-26 00:35:00,Success,8980369,11.47
R0475,P006,2025-02-16,2025-02-16 18:42:00,2025-02-16 19:30:00,Success,4700615,9.47
R0476,P003,2025-02-06,2025-02-06 01:07:00,2025-02-06 01:50:00,Success,9530590,18.31
R0477,P008,2025-03-03,2025-03-03 15:22:00,2025-03-03 16:45:00,Success,3998617,11.6
R0478,P008,2025-04-18,2025-04-18 16:35:00,2025-04-18 16:51:00,Success,9225639,3.42
R0479,P007,2025-04-24,2025-04-24 18:28:00,2025-04-24 19:31:00,Success,3065836,4.17
R0480,P004,2025-04-14,2025-04-14 22:51:00,2025-04-14 23:23:00,Success,4606339,15.26
R0481,P002,2025-01-24,2025-01-24 02:54:00,2025-01-24 04:16:00,Success,9184264,37.27
R0482,P002,2025-04-15,2025-04-15 18:59:00,2025-04-15 21:24:00,Delayed,7687374,42.03
R0483,P008,2025-02-18,2025-02-18 23:14:00,2025-02-19 00:43:00,Success,6273790,42.27
R0484,P009,2025-02-14,2025-02-14 08:53:00,2025-02-14 09:17:00,Success,590262,9.55
R0485,P003,2025-01-06,2025-01-06 23:55:00,2025-01-07 00:43:00,Success,5114560,6.2
R0486,P008,2025-02-05,2025-02-05 11:07:00,2025-02-05 11:30:00,Failed,0,11.33
R0487,P004,2025-04-30,2025-04-30 02:09:00,2025-04-30 03:03:00,Success,4903591,13.48
R0488,P002,2025-01-28,2025-01-28 22:11:00,2025-01-28 23:03:00,Success,7708503,13.95
R0489,P010,2025-03-27,2025-03-27 13:50:00,2025-03-27 14:58:00,Running,8752778,20.18
R0490,P001,2025-04-07,2025-04-07 17:13:00,2025-04-07 18:34:00,Success,6616126,24.71
R0491,P009,2025-04-03,2025-04-03 23:12:00,2025-04-04 00:17:00,Success,6802156,5.25
R0492,P008,2025-03-05,2025-03-05 18:04:00,2025-03-05 19:08:00,Success,9064941,13.35
R0493,P003,2025-02-21,2025-02-21 12:04:00,2025-02-21 13:11:00,Success,3172218,23.74
R0494,P003,2025-04-30,2025-04-30 12:09:00,2025-04-30 14:50:00,Delayed,9201951,66.9
R0495,P008,2025-02-25,2025-02-25 05:01:00,2025-02-25 06:16:00,Running,211621,28.95
R0496,P001,2025-02-19,2025-02-19 10:13:00,2025-02-19 11:02:00,Success,8088593,23.08
R0497,P010,2025-02-27,2025-02-27 22:26:00,2025-02-27 22:33:00,Failed,0,0.39
R0498,P004,2025-03-31,2025-03-31 06:25:00,2025-03-31 08:03:00,Delayed,1386974,12.25
R0499,P006,2025-01-29,2025-01-29 03:00:00,2025-01-29 03:08:00,Failed,0,2.25
R0500,P009,2025-04-08,2025-04-08 22:35:00,2025-04-08 22:58:00,Success,546753,10.52
R0501,P009,2025-01-18,2025-01-18 14:32:00,2025-01-18 14:44:00,Success,9252663,2.65
R0502,P005,2025-01-01,2025-01-01 05:32:00,2025-01-01 06:16:00,Success,1115417,6.39
R0503,P010,2025-03-29,2025-03-29 11:31:00,2025-03-29 11:57:00,Failed,0,8.53
R0504,P010,2025-04-06,2025-04-06 11:04:00,2025-04-06 12:12:00,Success,4881723,23.49
R0505,P003,2025-03-15,2025-03-15 18:31:00,2025-03-15 21:20:00,Delayed,4298797,30.54
R0506,P009,2025-04-30,2025-04-30 03:11:00,2025-04-30 03:23:00,Success,3387677,3.82
R0507,P006,2025-01-19,2025-01-19 02:03:00,2025-01-19 02:59:00,Success,5443223,6.17
R0508,P010,2025-03-24,2025-03-24 02:10:00,2025-03-24 02:53:00,Success,8649045,7.92
R0509,P004,2025-03-08,2025-03-08 05:39:00,2025-03-08 06:03:00,Failed,0,5.34
R0510,P004,2025-04-18,2025-04-18 04:40:00,2025-04-18 05:02:00,Failed,0,10.16
R0511,P003,2025-03-11,2025-03-11 03:38:00,2025-03-11 04:53:00,Success,9275964,32.48
R0512,P006,2025-04-21,2025-04-21 09:08:00,2025-04-21 09:19:00,Success,3926212,4.15
R0513,P006,2025-02-17,2025-02-17 23:52:00,2025-02-18 01:04:00,Success,7445185,16.33
R0514,P007,2025-01-08,2025-01-08 18:42:00,2025-01-08 19:55:00,Running,1802726,27.49
R0515,P010,2025-03-03,2025-03-03 05:51:00,2025-03-03 07:00:00,Success,8014192,18.34
R0516,P010,2025-03-29,2025-03-29 03:00:00,2025-03-29 05:21:00,Delayed,8337816,70.13
R0517,P009,2025-04-10,2025-04-10 11:41:00,2025-04-10 14:15:00,Delayed,1096573,29.94
R0518,P006,2025-02-24,2025-02-24 20:58:00,2025-02-24 23:44:00,Delayed,8674120,77.89
R0519,P001,2025-03-14,2025-03-14 22:52:00,2025-03-14 23:14:00,Failed,0,4.17
R0520,P007,2025-03-15,2025-03-15 18:18:00,2025-03-15 18:44:00,Success,3272666,11.73
R0521,P003,2025-03-26,2025-03-26 00:42:00,2025-03-26 01:14:00,Success,2702278,14.85
R0522,P010,2025-04-08,2025-04-08 15:19:00,2025-04-08 15:50:00,Success,1956945,2.77
R0523,P003,2025-03-03,2025-03-03 22:31:00,2025-03-03 23:09:00,Success,2375557,13.65
R0524,P009,2025-04-10,2025-04-10 09:43:00,2025-04-10 10:41:00,Success,1425677,19.26
R0525,P008,2025-03-04,2025-03-04 07:57:00,2025-03-04 08:50:00,Success,4658761,5.05
R0526,P003,2025-04-16,2025-04-16 12:55:00,2025-04-16 13:29:00,Success,6210335,15.2
R0527,P001,2025-03-17,2025-03-17 14:50:00,2025-03-17 17:46:00,Delayed,3600522,56.67
R0528,P004,2025-01-23,2025-01-23 09:16:00,2025-01-23 10:10:00,Success,1899184,19.47
R0529,P009,2025-02-27,2025-02-27 15:46:00,2025-02-27 16:09:00,Success,196966,10.89
R0530,P006,2025-04-23,2025-04-23 15:45:00,2025-04-23 17:11:00,Success,7443443,34.83
R0531,P001,2025-01-20,2025-01-20 00:32:00,2025-01-20 01:51:00,Success,1196724,8.25
R0532,P010,2025-03-20,2025-03-20 21:29:00,2025-03-20 22:29:00,Success,9864960,27.86
R0533,P010,2025-02-16,2025-02-16 19:53:00,2025-02-16 21:11:00,Success,1141131,22.02
R0534,P005,2025-03-26,2025-03-26 13:27:00,2025-03-26 14:45:00,Success,106345,21.74
R0535,P004,2025-04-23,2025-04-23 04:17:00,2025-04-23 05:04:00,Success,6748160,5.8
R0536,P003,2025-02-03,2025-02-03 05:02:00,2025-02-03 06:02:00,Success,5043014,25.37
R0537,P002,2025-03-02,2025-03-02 08:21:00,2025-03-02 09:28:00,Success,2640204,30.72
R0538,P005,2025-04-11,2025-04-11 11:13:00,2025-04-11 11:38:00,Failed,0,3.31
R0539,P001,2025-04-11,2025-04-11 02:28:00,2025-04-11 02:50:00,Success,3445804,10.73
R0540,P008,2025-04-13,2025-04-13 14:57:00,2025-04-13 16:00:00,Success,1535602,27.56
R0541,P001,2025-01-27,2025-01-27 00:28:00,2025-01-27 02:39:00,Delayed,4136236,7.06
R0542,P002,2025-03-06,2025-03-06 15:02:00,2025-03-06 16:15:00,Success,8500666,19.44
R0543,P001,2025-02-03,2025-02-03 18:07:00,2025-02-03 18:31:00,Success,2185667,9.73
R0544,P007,2025-01-31,2025-01-31 04:28:00,2025-01-31 05:42:00,Success,7336629,10.11
R0545,P005,2025-03-29,2025-03-29 04:40:00,2025-03-29 06:06:00,Success,3981307,14.73
